Pipeline,Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_Std
global_supervised,0.0,0.7101034482758621,0.0865348839823379,1.0,0.0,0.0,0.0,0.5589538923996963,0.1240167540440984
global_ssl,0.0,0.665,0.1940257181732514,0.999,0.03162277660168379,0.0,0.0,0.43541512687854156,0.30506529373048086
personal_ssl,0.52,0.78,0.17437943102253065,0.999,0.03162277660168379,0.31143333333333334,0.3586395762865726,0.34490022172949003,0.36200648499119664
