Threshold,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,Accuracy_Mean,Accuracy_STD
0.28,0.33346944444444443,0.2509207604137903,0.29257698412698413,0.23246123870711818,0.31122222222222223,0.15465358886027242
