Threshold,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,Accuracy_Mean,Accuracy_STD
0.0,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.01,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.02,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.03,0.884,0.3203851535989872,0.04747832722832723,0.058839014942136475,0.17820000000000003,0.09665915311427913
0.04,0.884,0.3203851535989872,0.04747832722832723,0.058839014942136475,0.17820000000000003,0.09665915311427913
0.05,0.884,0.3203851535989872,0.04747832722832723,0.058839014942136475,0.17820000000000003,0.09665915311427913
0.06,0.884,0.3203851535989872,0.04747832722832723,0.058839014942136475,0.17820000000000003,0.09665915311427913
0.07,0.884,0.3203851535989872,0.04747832722832723,0.058839014942136475,0.17820000000000003,0.09665915311427913
0.08,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.09,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.1,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.11,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.12,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.13,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.14,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.15,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.16,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.17,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.18,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.19,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.2,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.21,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.22,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.23,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.24,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.25,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.26,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.27,0.884,0.3203851535989872,0.15041549006549007,0.10128392511892252,0.26680000000000004,0.11525787483310795
0.28,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.29,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.3,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.31,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.32,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.33,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.34,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.35000000000000003,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.36,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.37,0.884,0.3203851535989872,0.25686774891774894,0.12241695257603052,0.35873333333333335,0.12374318000123902
0.38,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.39,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.4,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.41000000000000003,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.42,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.43,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.44,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.45,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.46,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.47000000000000003,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.48,0.884,0.3203851535989872,0.5245090381840383,0.14109670170589175,0.5902,0.1262973560025876
0.49,0.884,0.3203851535989872,0.5737620185370186,0.13982272377026234,0.6326666666666666,0.12428239126861904
0.5,0.884,0.3203851535989872,0.5737620185370186,0.13982272377026234,0.6326666666666666,0.12428239126861904
0.51,0.884,0.3203851535989872,0.5737620185370186,0.13982272377026234,0.6326666666666666,0.12428239126861904
