Threshold,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,Accuracy_Mean,Accuracy_STD
0.0,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.01,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.02,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.03,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.04,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.05,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.06,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.07,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.08,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.09,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.1,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.11,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.12,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.13,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.14,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.15,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.16,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.17,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.18,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.19,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.2,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.21,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.22,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.23,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.24,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.25,0.884,0.3203851535989872,0.0,0.0,0.13686666666666666,0.08964123552619195
0.26,0.884,0.3203851535989872,0.10499087856587855,0.08412289310140349,0.2272,0.10954930368937868
0.27,0.5985555555555555,0.392272897578105,0.10499087856587855,0.08412289310140349,0.18206666666666665,0.10019753596211609
0.28,0.5985555555555555,0.392272897578105,0.15628215395715392,0.10242284511734503,0.22620000000000004,0.11054009429061978
0.29,0.3105857142857143,0.3562802800158572,0.15628215395715392,0.10242284511734503,0.1816666666666667,0.10166832131332641
0.3,0.3105857142857143,0.3562802800158572,0.15628215395715392,0.10242284511734503,0.1816666666666667,0.10166832131332641
0.31,0.3105857142857143,0.3562802800158572,0.15628215395715392,0.10242284511734503,0.1816666666666667,0.10166832131332641
0.32,0.3105857142857143,0.3562802800158572,0.15628215395715392,0.10242284511734503,0.1816666666666667,0.10166832131332641
0.33,0.3105857142857143,0.3562802800158572,0.15628215395715392,0.10242284511734503,0.1816666666666667,0.10166832131332641
0.34,0.3105857142857143,0.3562802800158572,0.15628215395715392,0.10242284511734503,0.1816666666666667,0.10166832131332641
0.35000000000000003,0.0,0.0,0.15628215395715392,0.10242284511734503,0.13446666666666668,0.08805189014200548
0.36,0.0,0.0,0.15628215395715392,0.10242284511734503,0.13446666666666668,0.08805189014200548
0.37,0.0,0.0,0.15628215395715392,0.10242284511734503,0.13446666666666668,0.08805189014200548
0.38,0.0,0.0,0.15628215395715392,0.10242284511734503,0.13446666666666668,0.08805189014200548
0.39,0.0,0.0,0.20882219169719174,0.11421796011739666,0.17980000000000002,0.09922827568359528
0.4,0.0,0.0,0.20882219169719174,0.11421796011739666,0.17980000000000002,0.09922827568359528
0.41000000000000003,0.0,0.0,0.2647628843378843,0.12361296734880527,0.22813333333333335,0.10721738048371122
0.42,0.0,0.0,0.2647628843378843,0.12361296734880527,0.22813333333333335,0.10721738048371122
0.43,0.0,0.0,0.2647628843378843,0.12361296734880527,0.22813333333333335,0.10721738048371122
0.44,0.0,0.0,0.2647628843378843,0.12361296734880527,0.22813333333333335,0.10721738048371122
0.45,0.0,0.0,0.2647628843378843,0.12361296734880527,0.22813333333333335,0.10721738048371122
0.46,0.0,0.0,0.3140158646908647,0.13070498470525238,0.2706,0.11373320495165536
0.47000000000000003,0.0,0.0,0.3140158646908647,0.13070498470525238,0.2706,0.11373320495165536
