Threshold,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,Accuracy_Mean,Accuracy_STD
0.37,0.0,0.0,0.3579420634920634,0.1793793848744558,0.302,0.1549360848077708
