Pipeline,Best_Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_STD
global_supervised,0.28,0.79225,0.2108242974241451,0.6424166666666667,0.3442118652764399,0.866,0.3408227694273963,1.0,0.0
personal_ssl,0.51,1.0,0.0,0.97,0.17067257872642908,0.866,0.3408227694273963,1.0,0.0
global_ssl,0.34,1.0,0.0,0.97,0.17067257872642908,0.866,0.3408227694273963,1.0,0.0
