Pipeline,Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_Std
global_supervised,0.51,0.559575,0.07732997025280237,0.0,0.0,1.0,0.0,0.47349529126801915,0.09201531770038114
global_ssl,0.51,0.838375,0.12822119579090677,0.7863809523809523,0.25417254581903115,0.8670357142857144,0.16633061759461515,0.887296571813761,0.13782813395734259
personal_ssl,0.55,0.74225,0.15997039734909715,0.5766285714285714,0.3134016992128696,0.8524345238095239,0.17498374544271922,0.8450755934325196,0.1663970662474597
