Pipeline,Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_Std
global_supervised,0.51,0.544925,0.07569246147222142,0.7088224336106207,0.0955117293845766,0.3478870784435027,0.11178072825663979,0.536768050036616,0.09515320820542923
global_ssl,0.48,0.658375,0.1659005948825452,0.999,0.03162277660168379,0.18589285714285714,0.237302620044938,0.39946368748504424,0.24035912422575295
personal_ssl,0.51,0.658375,0.1659005948825452,0.999,0.03162277660168379,0.18589285714285714,0.237302620044938,0.6197657932519741,0.24496937358456655
