Pipeline,Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_Std
global_supervised,0.54,0.8566818181818181,0.03852750532005476,0.0,0.0,1.0,0.0,0.39856614727804085,0.08243349660036146
global_ssl,0.54,0.8483333333333335,0.08558934169600303,0.0,0.0,1.0,0.0,0.4844710300948752,0.1723922968192413
personal_ssl,0.53,0.8483333333333335,0.08558934169600303,0.0,0.0,1.0,0.0,0.4597854109882521,0.16115754624483913
