Pipeline,Best_Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_STD
global_supervised,0.4,0.4985,0.25037059618780205,0.0,0.0,0.935,0.2466492161670818,0.4537566742944317,0.3688360431990187
personal_ssl,0.5,0.4985,0.25037059618780205,0.0,0.0,0.935,0.2466492161670818,1.0,0.0
global_ssl,0.56,0.33375,0.2344747660536543,0.0,0.0,0.6318333333333334,0.38230225754923075,0.22339816933638443,0.30005113198245126
