Pipeline,Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_Std
global_supervised,0.5,0.7843428571428571,0.06863965336639716,0.9744061371698985,0.03137839721413268,0.1760326048951049,0.1424403452688682,0.5981836383157056,0.13684690430428925
global_ssl,0.0,0.8047142857142856,0.1558060346019292,1.0,0.0,0.0,0.0,0.2577373211963589,0.2585511420643505
personal_ssl,0.0,0.8047142857142856,0.1558060346019292,1.0,0.0,0.0,0.0,0.5180320762895535,0.21658471903783488
