Pipeline,Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Mean,AUC_Std
global_supervised,0.54,0.7542272727272727,0.05221458126390096,0.8963365798146904,0.04311875216456278,0.38091437631245995,0.11507543428654611,0.7053462885883086,0.06939033803841563
global_ssl,0.62,0.8440000000000001,0.10143803177149234,0.7880940448440449,0.1352341659446429,0.984,0.12553788177183717,0.8409803244406903,0.11812719040221595
personal_ssl,0.6,0.791,0.11577309413886394,0.7880940448440449,0.1352341659446429,0.7943400793650794,0.26005340885301736,0.7738130799868606,0.1644204124186603
